Grupos Doencas,Doencas
PubMed,Hemiplegia cerebral
PubMed,Hemiplegia da coluna vertebral
PubMed,Hemiparesia cerebral
PubMed,Hemiparesia espinhal
PubMed,Reflexo cruzado
PubMed,Extinção sensorial
PubMed,Ataxia estática
PubMed,Amorfosíntese
PubMed,Longa apreensão atônica
PubMed,Apreensão Akinética sem atonia
PubMed,Convulsão visual
PubMed,Convulsão sensível ao padrão
PubMed,Apreensão gustativa
PubMed,Lendo convulsão
PubMed,Apreensão parcial do movimento
PubMed,Apreensão parcial de sobressalto
PubMed,Convulsão abdominal
PubMed,Convulsão musicalgênica
PubMed,Apreensão parcial com consciência prejudicada
PubMed,Apreensão parcial ideacional
PubMed,Apreensão parcial com ilusões e alucinações
PubMed,Convulsão parcial com vários sintomas
PubMed,Astenopia muscular
PubMed,Astenopia nervosa
PubMed,Inchaço do músculo esquelético
PubMed,Reticulóide actínico
PubMed,Livido idiopático reticular com envolvimento sistêmico
PubMed,Reação de hipersensibilidade mediada pelo complexo imune
PubMed,Hallucinose do álcool
PubMed,Insuficiência vascular crônica do intestino
PubMed,Diarréia da colina
PubMed,Síndrome pós-vgotomia
PubMed,Endometriose externa
PubMed,Convulsões de início generalizado
PubMed,Grand Mal Status
PubMed,Hiperplasia linfóide
PubMed,Ataxia cerebelar aguda devido a varicela
PubMed,Disfasia progressiva de não alzheimer
PubMed,Síndrome de Sandifer
PubMed,Epilepsia mioclônica idiopática
PubMed,Epilepsia mioclônica sintomática
PubMed,Enxaqueca sem aura
PubMed,Enxaqueca oftálmica
PubMed,Enxaqueca com aura prolongada
PubMed,Enxaqueca hemiplégica familiar
PubMed,Enxaqueca hemiplégica não familiar
PubMed,Aura da enxaqueca sem dor de cabeça
PubMed,Status migrainoSus
PubMed,Enxaqueca com complicação isquêmica
PubMed,Ciclo reverso do sono-vigília
PubMed,Oftalmoplegia nuclear congênito
PubMed,Neuralgia da laringe superior
PubMed,Neuralgia intercostal pós-herpética
PubMed,Sintomas psicogênicos do trato geniturinário
PubMed,Keratoconjuntivite estromal difusa
PubMed,Maculopatia diabética
PubMed,Retinopatia diabética pré -proliferativa
PubMed,Anomalia de Sistema de Vergência
PubMed,Defeito de aluno aferente relativo
PubMed,Visão parcial - ambos os olhos
PubMed,"Olhos melhores: deficiência visual grave, olho menor: baixa visão não especificada"
PubMed,Cisto de cavidade nasal
PubMed,Hematoma septal nasal
PubMed,Endometriose da pleura
PubMed,Edema pulmonar agudo induzido por drogas
PubMed,Edema pulmonar tóxico
PubMed,Edema pulmonar induzido por produtos químicos
PubMed,Edema pulmonar induzido por oxigênio
PubMed,Síndrome de adenopatia hilar bilateral
PubMed,Cisto broncogênico infectado
PubMed,Angina estável
PubMed,Nova angina de início
PubMed,Hemangiomatose capilar pulmonar
PubMed,Simples fraco
PubMed,Síncope mediada por neuralmente
PubMed,Síndrome vasovagal maligna
PubMed,Síndrome vasovagal idosa
PubMed,Síncope situacional
PubMed,Síncope de defecação
PubMed,Síncope deglutition
PubMed,Goma sifilítica da cavidade oral
PubMed,Candidíase eritematosa oral
PubMed,Outros distúrbios funcionais do intestino
PubMed,Hamartoma de estômago
PubMed,Intolerância alimentar nec
PubMed,Apêndice Massa
PubMed,Irrável Síndrome do intestino Variante da infância com constipação
PubMed,Verrugas vulvalos
PubMed,Endometriose do miométrio
PubMed,Eclâmpsia em trabalho de parto
PubMed,Infecção por mamilo
PubMed,Virilização induzida por drogas
PubMed,Doença sistêmica grave desperdiçando tecido
PubMed,Desperdício de músculo esquelético induzido por doenças sistêmicas graves
PubMed,Transtorno de gás sanguíneo
PubMed,Macula Cerulea
PubMed,Urticária dermatográfica
PubMed,Arterite de células gigantes com polimialgia reumatica
PubMed,Síndrome do arco doloroso
PubMed,Gânglio do tornozelo
PubMed,Algodistrofia do pé
PubMed,Algodistrofia do joelho
PubMed,Algodistrofia da mão
PubMed,ERYTHEMA NODOSUM LEPROSUM
PubMed,Sífilida macular
PubMed,Sífilida pustular
PubMed,Neurossífilis gummatous
PubMed,Verrugas anal
PubMed,Verrugas perianas
PubMed,Donovanose - lesão inguinal
PubMed,Caquexia associada à AIDS
PubMed,Lesões da pele achromic de pinta
PubMed,Cisto de feohifomicótico subcutâneo
PubMed,Granuloma esquistossômico hepático
PubMed,Espasmo horizontal do olhar
PubMed,Cisto pleuropericardial
PubMed,Hematoma do fígado
PubMed,Pé espástico
PubMed,Epilepsia psicossensorial
PubMed,Epilepsia somatossensorial
PubMed,"Neuralgia, neurite e radiculite não especificada"
PubMed,"Neuralgia, neurite ou radiculite nos"
PubMed,Sphincter Ani incontinência
PubMed,Outra perturbação visual psicofísica
PubMed,Outras arritmias cardíacas especificadas
PubMed,Outras doenças especificadas do esôfago
PubMed,Outras doenças especificadas de ânus e reto
PubMed,Outro Transtorno do Fígado Especificado Nos
PubMed,Insônia não orgânica
PubMed,Sepse umbilical
PubMed,Sangue aspirado no trato respiratório inferior
PubMed,Neuralgia hipoglossal
PubMed,Amaurose
PubMed,Síndrome da tensão pré -menstrual
PubMed,Oftalmoplegia dolorosa
PubMed,Akathisia
PubMed,Acrodermatite continua
PubMed,Hemiplegia infantil
PubMed,Nível de comprometimento: melhor olho: comprometimento moderado: menor olho: não mais especificado
PubMed,Movimento involuntário anormal
PubMed,Síndrome de Rasmussen
PubMed,Ataxia cerebelar de início precoce
PubMed,Ataxia cerebelar de início tardio
PubMed,Distúrbio que se apresenta principalmente com corea
PubMed,Coreoattose cinesiogênica
PubMed,Distonia cervical isolada
PubMed,Blefaroespasmo isolado
PubMed,Tremor de cabeça isolada
PubMed,Tremor facial isolado
PubMed,Tremor vocal isolado
PubMed,Tremor familiar benigno
PubMed,Outro mioclono especificado
PubMed,Mioclonia sintomática
PubMed,Mioclonia pós-anóxico
PubMed,Mioclono do cordão segmentar
PubMed,Mioclonia do tipo palatal
PubMed,Mioclonia hióide
PubMed,Síndrome de Opsoclonus-Myoclonus
PubMed,Encefalopatia amilóide secundária
PubMed,Epilepsia parcial com sintomas autonômicos
PubMed,Epilepsia frontal benigna da infância
PubMed,Epilepsia psicomotora benigna da infância
PubMed,Epilepsia parcial atípica benigna na infância
PubMed,Epilepsia com convulsões unilaterais recorrentes em crianças
PubMed,Epilepsia infantil com paroxismos occipitais
PubMed,Epilepsia occipital benigna da infância - variante de início precoce
PubMed,Epilepsia occipital benigna da infância - variante de início tardio
PubMed,Epilepsia de leitura herdada primária
PubMed,Epilepsia amígdalo-hipocampo
PubMed,Epilepsia límbica mesiobasal
PubMed,Epilepsia de Rhininfálica
PubMed,Epilepsia temporal lateral
PubMed,Epilepsia do motor suplementar
PubMed,Epilepsia cingulada
PubMed,Epilepsia dorsolateral
PubMed,Epilepsia opercular
PubMed,Síndrome de Kozhevnikow não progressiva
PubMed,Epilepsia do lobo parietal
PubMed,Epilepsia do lobo occipital
PubMed,Epilepsia progressiva crônica parcialis continua
PubMed,Convulsões neonatais não familiares benignas
PubMed,Epilepsia mioclônica da primeira infância
PubMed,Epilepsia com Grand Mal convulsões no despertar
PubMed,Síndrome do oeste criptogênico
PubMed,Síndrome do oeste sintomático
PubMed,Síndrome de Lennox-Gastaut criptogênica
PubMed,Síndrome de Lennox-Gastaut sintomática
PubMed,Epilepsia astática mioclônica
PubMed,Epilepsia de ausência mioclônica
PubMed,Encefalopatia epiléptica infantil inicial com explosões de supressão
PubMed,Epilepsia com onda contínua de pico durante o sono de ondas lentas
PubMed,Epilepsia de leitura secundária
PubMed,Epilepsia induzida por drogas
PubMed,Epilepsia de retirada de narcóticos
PubMed,Epilepsia menstrual
PubMed,Epilepsia noturna
PubMed,Epilepsia fotogênica
PubMed,Mioclonia da pálpebra com ausências
PubMed,Escrevendo epilepsia
PubMed,Epilepsia tátil
PubMed,Comer epilepsia
PubMed,Tocando epilepsia
PubMed,Epilepsia de escova de dentes
PubMed,Epilepsia de tomada de decisão
PubMed,Epilepsia aquagênica
PubMed,Status não conversivo epilepticus com três por segundo onda de pico
PubMed,Status não conversivo epilepticus sem três por segundo onda de pico
PubMed,Status parcial simples não-convulsivo epiléptico
PubMed,Status parcial complexo epilepticus
PubMed,Transtorno da dor de cabeça
PubMed,Dor de cabeça muscular
PubMed,Dor de cabeça do tipo tensão episódica
PubMed,Dor de cabeça crônica do tipo tensão
PubMed,Dor de cabeça de cluster episódica
PubMed,Dor de cabeça crônica de cluster sem demissão do início
PubMed,A dor de cabeça de cluster crônica evoluiu da dor de cabeça do cluster episódico
PubMed,Hemicrania paroxística crônica
PubMed,Dor de cabeça atípica de cluster
PubMed,Dor de cabeça pós-traumática crônica (desordem)
PubMed,Dor de cabeça de baixa pressão
PubMed,Dor de cabeça devido à exposição a frio
PubMed,Dor de cabeça associada ao abuso de substâncias ou retirada
PubMed,Insônia persistente
PubMed,Hipersomnia persistente
PubMed,Padrão irregular de vigília do sono
PubMed,Bruxismo relacionado ao sono
PubMed,Ereções dolorosas relacionadas ao sono
PubMed,Neuralgia trigêmea idiopática
PubMed,Neuralgia trigêmea secundária
PubMed,Síndrome do cluster
PubMed,Neuropatia diabética dolorosa aguda
PubMed,Polineuropatia dolorosa aguda diabética
PubMed,Distúrbios dos neurônios espinhais manifestos pela hiperatividade
PubMed,Hemiparesia atáxica lacunar
PubMed,Ataxia não progressiva congênita
PubMed,Síndrome de Dyquestrium (Transtorno)
PubMed,Disfasia receptiva congênita
PubMed,Media de otite sanguínea aguda
PubMed,Otite média com efusão - sanguínea
PubMed,Vertigem migrainosa
PubMed,Vertigem recorrente benigna
PubMed,Vertigem recorrente episódica
PubMed,Espasmo faríngeo
PubMed,Edema pulmonar cardíaco agudo
PubMed,Coloração dentária posterrupta devido a drogas
PubMed,Tatuagem de amálgama
PubMed,Neuropatia visceral oca
PubMed,Hiperbilirrubinemia - conjugado - tipo III
PubMed,Vômito - infeccioso
PubMed,Constipação - funcional
PubMed,Transtorno do ureter
PubMed,Enurese primária não orgânica
PubMed,Enurese secundária não orgânica
PubMed,Distúrbios sintomáticos do trato urinário
PubMed,Endometriose fora da pélvis
PubMed,Transtorno da perimenopausa
PubMed,Neurite periférica na gravidez
PubMed,Hiperemese gravidarum com perturbação metabólica - não entregue
PubMed,Hiperemese gravidarum com perturbação metabólica
PubMed,Hiperemese leve-não entregue
PubMed,Deliveruções de hiperemese leve
PubMed,"Ingurgitamento da mama na gravidez, puerperium ou lactação com complicação pré -natal"
PubMed,Transtorno do mamilo
PubMed,Outras condições prurigíticas nos
PubMed,Infecção local Skin/Subcut Tissue nos (distúrbios)
PubMed,Intertrigo estafilocócico
PubMed,Intertrigo estreptocócico
PubMed,Dermatite atópica pruriginosa
PubMed,PRURIGO SUBACUTO
PubMed,Prurigo crônico
PubMed,PRURIGO DERMOGRÁFICO
PubMed,Purigo Pigmentosa
PubMed,Psoríase palmaris
PubMed,Psoríase plantaris
PubMed,Prurido aquagênico
PubMed,Eritrose peribuccal pigmentada de Brocq
PubMed,Livido idiopático reticularis
PubMed,Livido idiopático reticular com ulceração de inverno
PubMed,Livido idiopático reticular com ulceração de verão
PubMed,Eritema papulatum
PubMed,Eritema tuberculatum
PubMed,Eritema urticatum
PubMed,Eritema vesiculosum
PubMed,Outro eritema esfoliativo
PubMed,Outras condições eritematosas Nos
PubMed,Eritema tóxico urticado
PubMed,Eritema não bulloso multiforme
PubMed,Eritema multiforme de gravidez
PubMed,Distúrbios de colágeno e tecido elástico que afetam a pele
PubMed,Lipogranulomatose Subcutanea de Rothmann e Makai
PubMed,Transtorno da pele de umbilo
PubMed,Transtorno do couro cabeludo
PubMed,Vulvodinia
PubMed,Erupção de drogas psoriasiformes
PubMed,Eritroderma induzida por drogas
PubMed,Pigmentação induzida por drogas
PubMed,Síndrome de Kohlschutter
PubMed,Dermatopatia pigmentosa reticularis
PubMed,Prurigo da gravidez
PubMed,Síndrome da dor pós-timoracotomia
PubMed,Transtorno do expansor de tecido
PubMed,"Transtorno articular Nos, de tornozelo e pé"
PubMed,"Derranamentação articular Nos, do tornozelo e pé"
PubMed,Sinovite vilonodular de articulação interfalângica distal do dedo
PubMed,Sinovite vilonodular da articulação interfalângica proximal do dedo
PubMed,Sinovite vilonodular da articulação metacarpofalângica
PubMed,Síndrome do polegar de estalamento
PubMed,Fibrosite e fascite nodular
PubMed,Miopatia com hipotrofia do tipo I
PubMed,Miosite infecciosa-pé
PubMed,Milgia viral
PubMed,Bebê grunhindo
PubMed,Intertigo SubMamario
PubMed,Exaustão - fisiológica
PubMed,Convulsão versiva
PubMed,Apreensão olfativa (desordem)
PubMed,Vertigem epiléptica
PubMed,Convulsão disminária
PubMed,Heteroforia incomitante
PubMed,Olhando (descobriu)
PubMed,Dor lombar mecânica
PubMed,Dor nas articulações da faceta
PubMed,Síndrome de Gluteal
PubMed,Transtorno da dor neurológica
PubMed,Neuralgia perineal
PubMed,Neuralgia do nervo iliohypogástrico
PubMed,Espasmo doloroso do ânus
PubMed,Síndrome de Diogenes
PubMed,Palmias do fígado
PubMed,Desejo urgente de fezes
PubMed,Torticollis reumático
PubMed,Tetraplegia espástica
PubMed,Articulação metacarpofalânica dura NEC
PubMed,Síndrome do empurrador
PubMed,Transtorno da marcha sensório -motor de baixo nível
PubMed,Distúrbio sensório -motor de alto nível
PubMed,Encefalopatia mioclônica
PubMed,Epilepsia do reflexo visual
PubMed,Neuropatia
PubMed,Granulomas hepáticos em beryliose
PubMed,Eritema marginatum na febre reumática aguda
PubMed,"Perda auditiva neurossensorial, bilateral"
PubMed,Lumbago com ciática
PubMed,Sintomas de retirada neonatal do uso materno de drogas de dependência
PubMed,Retirada Sintomas do uso terapêutico de drogas em recém -nascido
PubMed,Comprometimento da produção de voz
PubMed,Comprometimento da forma de fala
PubMed,Transtorno da fluência
PubMed,Disfluência
PubMed,Aphonia hipercinética
PubMed,Afonia hipofuncional
PubMed,Aphonia hiperfuncional
PubMed,Transtorno cognitivo relacionado à linguagem
PubMed,Disgraphia profunda
PubMed,Disgraphia fonológica
PubMed,Disgrafia superficial
PubMed,Dispraxia oral-verbal
PubMed,Dispraxia coreiforme adquirida
PubMed,Dispraxia de Velofaringe
PubMed,Dispraxia velar
PubMed,Sistema de som restrito
PubMed,Velofaríngeo Misarnando
PubMed,Síndrome de Benedikt
PubMed,Snuffles em recém -nascido
PubMed,Transtorno neurológico perinatal
PubMed,Quinto dia se encaixa
PubMed,Transtorno envolvendo o tegumento do feto ou recém -nascido
PubMed,Nistagmo posicional central
PubMed,Eritema anular neonatal
PubMed,"Hiperidrose, cáries prematuras e aplasia pré -molar"
PubMed,Dor lombar crônica
PubMed,Dor de cabeça cervicogênica
PubMed,Síndrome da artéria mamária interna
PubMed,Síndrome complexa de dor regional
PubMed,Neuralgia do NERVUS INTERMEDIUS
PubMed,Síndrome de Piriforme
PubMed,Dor da articulação da faceta lombar
PubMed,Transtorno de tecido mole de cavidade corporal
PubMed,Transtorno do tecido mole do porta -malas
PubMed,Melasma induzido por drogas
PubMed,Epilepsia idiopática relacionada à localização
PubMed,Epilepsia sintomática relacionada à localização
PubMed,Epilepsia sintomática relacionada à localização com precipitante específico
PubMed,Epilepsia criptogênica relacionada à localização
PubMed,Epilepsia generalizada criptogênica
PubMed,Epilepsia indeterminada seja focal ou generalizada
PubMed,Hiperbilirrubinemia fisiológica
PubMed,Diarréia Prototheca
PubMed,Diarréia da criança
PubMed,Diarréia prolongada
PubMed,Hematoma perineal
PubMed,Cloridorréia neonatal
PubMed,Hemoptise perinatal
PubMed,Cromatopsia
PubMed,Edema da córnea devido ao uso de lentes de contato
PubMed,Relacionada à localização (focal) (parcial) epilepsia idiopática e síndromes epilépticas com convulsões de início localizado
PubMed,Dor de cabeça na espinhal obstétrica e epidural induzida por anestesia
PubMed,Síndrome pós-viral
PubMed,Outras doenças especificadas do sistema urinário
PubMed,Outras condições especificadas do tegumento específicas para feto e recém -nascido
PubMed,Distúrbio do ouvido interno
PubMed,(Hemiplegia) ou (Hemiparesia)
PubMed,Eritema simplex
PubMed,Criança desajeitada
PubMed,Fosfeno de acomodação
PubMed,Síndrome da fibromialgia primária
PubMed,Enxaqueca de confusão aguda
PubMed,Síndrome de dor de cabeça mista crônica
PubMed,Hérnia do cérebro posterior dor de cabeça
PubMed,"Perda sensorial unilateral de rosto e tronco, lados opostos"
PubMed,Parestesia de Berger
PubMed,Cianose pulmonar
