MeSH Term (n) Origem para relação (n),MeSH Disease Terms Concatanados
Leucemia,Leucemia; linfocítica; crônica; células B
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Leucemia,Leucemia; mielogênica; crônica; BCR-ABL POSITIVA
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; disperterropoiética; congênita
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; autoimune
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Anemia,Anemia; hemolítica; congênita
Artéria carótida,Anemia; hemolítica; congênita
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Artéria carótida,Artéria carótida; interna; dissecção
Atrofia óptica,Artéria carótida; interna; dissecção
Atrofia óptica,Atrofia óptica; hereditária; Leber
Atrofia óptica,Atrofia óptica; hereditária; Leber
Atrofia óptica,Atrofia óptica; hereditária; Leber
Atrofia óptica,Atrofia óptica; hereditária; Leber
Bebê,Atrofia óptica; hereditária; Leber
Bebê,Bebê; prematuro; doenças
Cardiomiopatia,Bebê; prematuro; doenças
Cardiomiopatia,Cardiomiopatia; hipertrófica; familiar
Cardiomiopatia,Cardiomiopatia; hipertrófica; familiar
Cardiomiopatia,Cardiomiopatia; hipertrófica; familiar
Cardiomiopatia,Cardiomiopatia; hipertrófica; familiar
Cardiomiopatia,Cardiomiopatia; hipertrófica; familiar
Cardiomiopatia,Cardiomiopatia; hipertrófica; familiar
Disgenesse gonadal,Cardiomiopatia; hipertrófica; familiar
Disgenesse gonadal,Disgenesse gonadal; 46; XY
Disgenesse gonadal,Disgenesse gonadal; 46; XY
Disgenesse gonadal,Disgenesse gonadal; 46; XY
Disgenesse gonadal,Disgenesse gonadal; 46; XY
Disgenesse gonadal,Disgenesse gonadal; 46; XY
Disgenesse gonadal,Disgenesse gonadal; 46; XY
Disgenesse gonadal,Disgenesse gonadal; 46; XY
Doenças cerebrais,Disgenesse gonadal; 46; XY
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Doenças cerebrais,Doenças cerebrais; metabólicas; inatos
Encefalomielite,Doenças cerebrais; metabólicas; inatos
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Encefalomielite,Encefalomielite; autoimune; experimental
Hiperostose,Encefalomielite; autoimune; experimental
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Hiperostose,Hiperostose; cortical; congênita
Keratoderm,Hiperostose; cortical; congênita
Leucemia,Keratoderm; palmopoltar; difuso
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; megakaryoblástica; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
Leucemia,Leucemia; mielóide; aguda
