disease_Dui,Doencas Termos Unificados
1.248,Doenças mandibulares
1.249,Doenças maxilares
1.250,Doenças mediastinais
1.251,Doenças metabólicas
1.252,Doenças mitocondriais
1.253,Doenças musculares
1.254,Doenças nasofaríngeas
1.255,Doenças nervosas abducens
1.256,Doenças nervosas acessórias
1.257,Doenças nervosas glossofaríngeas
1.258,Doenças nervosas oculomotoras
1.259,Doenças nervosas olfativas
1.260,Doenças nervosas trigêmeas
1.261,Doenças nervosas trocleares
1.262,Doenças nervosas vagas
1.263,Doenças nervosas vestibulococleares
1.264,Doenças neurodegenerativas
1.265,Doenças neuromusculares
1.266,Doenças Niemann-Pick
1.267,Doenças oclusivas arteriais
1.268,Doenças oculares
1.269,Doenças orbitais
1.270,Doenças ósseas
1.271,Doenças ovarianas
1.272,Doenças pancreáticas
1.273,Doenças parasitárias
1.274,Doenças parótidas
1.275,Doenças penianas
1.276,Doenças periapicais
1.277,Doenças periodontais
1.278,Doenças peritoneais
1.279,Doenças pituitárias
1.280,Doenças pleurais
1.281,Doenças pregadas
1.282,Doenças pregos
1.283,Doenças prostáticas
1.285,Doenças raras
1.286,Doenças renais
1.287,Doenças renais policísticas
1.288,Doenças retais
1.290,Doenças sexualmente transmissíveis
1.291,Doenças sigmóides
1.292,Doenças talâmicas
1.293,Doenças testiculares
1.294,Doenças torácicas
1.295,Doenças transmissíveis
1.296,Doenças transmitidas por alimentos
1.297,Doenças transmitidas por carrapatos
1.298,Doenças traqueais
1.299,Doenças ureteral
1.300,Doenças uretrais
1.301,Doenças urogenitais femininas
1.302,Doenças urológicas
1.303,Doenças uterinas
1.304,Doenças Uveal
1.305,Doenças vaginais
1.306,Doenças vasculares
1.307,Doenças vasculares da medula espinhal
1.308,Doenças vasculares periféricas
1.309,Doenças vestibulares
1.310,Doenças virais do sistema nervoso central
1.311,Doenças vulvares
1.312,dominante ligado ao X
1.314,Dor de cabeça
1.316,Dor de cabeça do tipo tensão
1.317,Dor de cabeça pós-punção pós-dural
1.318,Dor de cabeça pós-traumática
1.319,Dor de dente
1.320,Dor de ouvido
1.321,Dor de parto
1.322,Dor de pescoço
1.323,Dor facial
1.324,Dor lombar
1.325,Dor nas costas
1.326,Dor no ombro
1.327,Dor nos olhos
1.328,Dores de cabeça vasculares
1.329,Dracunculíase
1.330,Drusen da retina
1.331,Duchenne
1.332,ductal
1.333,ductal pancreático
1.334,ducto biliar
1.336,Duplicação cromossômica
1.337,Dysgeusia
1.338,Dyspareunia
1.339,Dyspnea
1.340,Dyssomnias
1.341,E dioblastese
1.342,E sede da síndrome
1.343,Eastern Equine
1.344,ebola
1.345,ECCIMOSE
1.346,Echinocococe
1.347,Echinococose
1.348,Echondromatose
1.350,ECOPRESES
1.351,Ecthyma
1.353,ectópico
1.354,Ectromelia
1.355,Ectropion
1.356,Eczema
1.357,eczematosas
1.359,Edema cerebral
1.360,Edema da córnea
1.361,Edema laríngeo
1.362,Edema macular
1.363,Edema pulmonar
1.364,edentul
1.365,Efusão pericárdica
1.366,Efusão pleural
1.367,Efusão subdural
1.368,Ehrlichiose
1.369,Elefantíase
1.370,Elephantasis
1.371,elétricas
1.372,Eliptocitose
1.373,Emaranhados neurofibrilares difusos com calcificação
1.375,Embolia e trombose intracraniana
1.376,Embolia intracraniana
1.378,embrionário
1.379,Emergência atrasada da anestesia
1.380,Emergências
1.381,emergentes
1.382,Emery-Dreifuss
1.383,Emolia
1.384,Empiema
1.386,Encefalite límbica
1.387,Encefalitozoonose
1.389,Encefalomalácia
1.391,Encefalomiopatias mitocondriais
1.393,Encefalopatia de Wernicke
1.394,Encefalopatia hepática
1.395,Encefalopatia hipertensiva
1.396,encerramento do ângulo
1.397,encravadas
1.398,Endarterite
1.399,endêmico
1.401,endócrina
1.403,Endoftalmite
1.404,Endoles
1.405,endometrioide
1.407,Endometrite
1.408,Endotoxemia
1.410,Enfisema mediastinal
1.411,Enfisema pulmonar
1.412,Enfisema subcutâneo
1.413,Engasgando
1.414,Enjoo matinal
1.415,Enophthalmos
1.416,Entamobíase
1.417,Enterite
1.418,Enterobíase
1.420,Enteropatias perdidas por proteínas
1.421,Enterotoxemia
1.422,Entorses e distensões
1.423,Entropion
1.424,Enurese
1.425,Enurese diurna
1.426,Enurese noturna
1.428,Envenenamento por arsênico
1.429,Envenenamento por cádmio
1.430,Envenenamento por chumbo
1.431,Envenenamento por cigarro
1.432,Envenenamento por cogumelos
1.433,Envenenamento por flúor
1.434,Envenenamento por manganês
1.435,Envenenamento por mercúrio
1.436,Envenenamento por metais pesados
1.437,Envenenamento por moluscos
1.438,Envenenamento por monóxido de carbono
1.439,Envenenamento por MPTP
1.440,Envenenamento por plantas
1.441,Envenenamento por tetracloreto de carbono
1.444,Enxerto versus doença hospedeira
1.446,Eosinofilia pulmonar
1.447,eosinofílica
1.448,Ependimoma
1.449,epidemia
1.450,Epidermodysplasia verruciformis
1.451,Epidermólise Bolosa
1.452,Epidermólise Bolosa Acquisita
1.453,Epidermólise Bolosa Dyropholica
1.454,Epidermólise Bolosa simplex
1.455,epidermolítica
1.456,Epidermolyis bollosa
1.458,Epifises
1.459,Epigotetite
1.461,Epilepsia mioclônica
1.462,Epilepsia parcial contínuo
1.463,Epilepsias
1.464,Epilepsias mioclônicas
1.465,Epispadias
1.466,Epistaxia
1.467,epitelioide
1.468,epitelioide e célula do fuso
1.469,Equilibrado
1.470,equina
1.471,eqüina venezuelana
1.472,eqüinas
1.473,eqüino ocidental
1.475,Equinostomíase
1.476,Ergotismo
1.479,Eritema endurecido
1.485,eritroblástica
1.486,Eritroblastose
1.487,Eritroderma ictiosiforme
1.488,eritropoiética
1.489,eritropoiético
1.490,Erosão cervical uterina
1.491,Erosão dentária
1.492,Erros de refração
1.493,erros inatos
1.494,Erupção dentária
1.495,Erupção variceliforme de Kaposi
1.496,Erupções acneiformes
1.497,Erupções de drogas
1.498,Erupções liquenóides
1.499,Erysipelas suína
1.500,Erysipeloid
1.501,Erythraspsma
1.502,Erythrokeratodermia variabilis
1.504,Escherichia coli
1.505,Esclerite
1.506,esclerosante
1.508,Esclerose cerebral difusa de Schilder
1.509,Esclerose lateral amiotrófica
1.511,Esclerose tuberosa
1.512,Escolha doença do cérebro
1.514,Escorbuto
1.515,escorregadas
1.516,esfaquear
1.517,Esfíncter de disfunção ímpar
1.518,Esfingolipidoses
1.520,Esforocitose
1.521,Esfregar tifo
1.522,esofágica
1.523,esofágico
1.525,Esofagite eosinofílica
1.526,Esôfago Barrett
1.527,Esofagostomíase
1.528,Esotropia
1.529,Espasmo
1.530,Espasmo brônquico
1.531,Espasmo esôfago
1.532,Espasmo hemifacial
1.533,Espasmos
1.534,espástica
1.535,espástica tropical
1.536,Espasticidade muscular
1.538,Espinha bífida oculta
1.540,esplênica
1.542,Esplenose
1.543,Espondilartrite
1.544,Espondilartropatias
1.546,Espondilólise
1.547,Espondilolistese
1.549,espongiforme bovino
1.551,espontâneas
1.554,esquelético idiopático difuso
1.555,esquerda
1.556,Esquistossomíase
1.557,Esquistossomíase japonica
1.558,Esquistossomíase Mansoni
1.561,Estado asmático
1.562,Estado Decerebrado
1.563,Estado pré-diabético
1.564,Estado vegetativo persistente
1.566,Esteatite
1.567,Estenose aórtica
1.568,Estenose carotídea
1.569,Estenose coronariana
1.570,Estenose da válvula aórtica
1.571,Estenose da válvula mitral
1.572,Estenose da válvula pulmonar
1.573,Estenose da válvula tricúspide
1.574,Estenose esofágica
1.575,Estenose espinal
1.576,Estenose pilórica
1.577,Estenose subaórtica discreta
1.578,Estenose subvalvular pulmonar
1.579,Estenose traqueal
1.580,Estenose uretral
1.581,esternocostoclavicular
1.582,Estesioneuroblastoma
1.586,estresse
1.587,estroma endometrial
1.590,Eunucismo
1.591,Evento aparente infantil com risco de vida
1.592,Eventration diafragmático
1.593,Ewing's
1.594,Exantema
1.595,Exanthema de repente
1.596,Exaustão pelo calor
1.597,Exibicionismo
1.599,Exostoses
1.600,Exotropia
1.601,experimental
1.602,Exposição da polpa dentária
1.603,Exposição pré-natal Efeitos atrasados
1.604,Exsanguinação
1.605,externo progressivo crônico
1.606,extra-hepática
1.607,extra-adrenal
1.608,extramamário
1.609,Extravasamento de materiais diagnósticos e terapêuticos
1.610,Extrofia da bexiga
1.611,exttranodal nk-t célula
1.612,Fácies
1.613,faciososcapulo-humana
1.614,faciososcápuloHumeral
1.615,Faixas angioides
1.616,falciparum
1.617,Falência de múltiplos órgãos
1.618,Falha autonômica pura
1.619,Falha da prótese
1.622,Familial Combinada
1.624,familiares
1.626,Fasciculação
1.627,Fasciite
1.628,Fascioliose
1.629,Fascioloidíase
1.630,Fascite
1.631,fase crônica
1.632,fatal familiar
1.633,Favismo
1.635,Febre da vala
1.636,Febre de Booker
1.637,Febre de Phlebotomus
1.638,Febre de rato-morcego
1.639,Febre do Mediterrâneo familiar
1.640,Febre do Nilo Ocidental
1.641,Febre do Vale do Rift
1.642,Febre dos suínos africanos
1.643,Febre efêmera
1.645,Febre hemorrágica com síndrome renal
1.646,Febre hemorrágica da dengue
1.647,Febre lassa
1.648,Febre maculosa
1.649,Febre negra
1.650,Febre paratifóide
1.651,Febre Relapsa
1.652,Febre reumática
1.653,Febre suína clássica
1.654,Febre tifóide
1.655,Febre uveoparotídeo
1.656,Febres hemorrágicas
1.657,febril
1.658,fechadas
1.659,felina
1.663,Fenilcetonúria
1.664,Fenilcetonúrias
1.665,Fenômeno sem fluxo
1.666,Fenômeno Shwartzman
1.667,Fenótipo da síndrome de Antley-Bixler
1.668,Feocromocitoma
1.669,Feridas
1.670,Ferimentos na cabeça
1.673,Fibrilação ventricular
1.674,Fibroadenoma
1.675,Fibroelastose endocárdica
1.676,fibroepitelial
1.677,Fibroid
1.678,Fibroma
1.679,Fibromatose
1.680,Fibromialgia
1.683,Fibrose endomiocárdica
1.684,Fibrose pulmonar
1.685,Fibrose pulmonar idiopática
1.686,Fibrose retroperitoneal
1.687,Fibrose submucosa orais
1.688,fibroso benigno
1.689,fibroso maligno
1.690,Fibrossarcoma
1.691,Fígado gordo
1.692,filarial
1.695,fisiológica
1.696,fissurada
1.697,Fissuras dentárias
1.699,Fístula arterio-arterial
1.700,Fístula arteriovenosa
1.701,Fístula biliar
1.702,Fístula brônquica
1.703,Fístula cutânea
1.704,Fístula da bexiga urinária
1.705,Fístula da glândula salivar
1.706,Fístula dental
1.707,Fístula do sistema digestivo
1.708,Fístula do trato respiratório
1.709,Fístula esofágica
1.710,Fístula gástrica
1.711,Fístula intestinal
1.712,Fístula oral
1.713,Fístula oroantral
1.714,Fístula pancreática
1.715,Fístula retal
1.716,Fístula retovaginal
1.717,Fístula sinusal carótida-caverna
1.718,Fístula traqueosofágica
1.719,Fístula urinária
1.720,Fístula vaginal
1.721,Fístula vascular
1.722,Fístula Veechvaginal
1.723,Fixar em ano
1.725,Fluorose
1.726,Flutter ventricular
1.728,Foliculite
1.729,Foramen ovale
1.730,fotoalérgica
1.731,Fotofobia
1.732,fototóxica
1.733,Fournier Gangrene
1.734,Fragilidade cromossômica
1.735,Fraqueza muscular
1.736,Fratura de gangues
1.737,Fratura de Monteggia
1.738,Fratura do crânio
1.740,Fraturas da coluna vertebral
1.741,Fraturas da mandíbula
1.742,Fraturas de costelas
1.743,Fraturas dentárias
1.744,Fraturas do crânio
1.745,Fraturas do pescoço femoral
1.746,Fraturas do quadril
1.747,Fraturas do raio
1.748,Fraturas do umeral
1.749,Fraturas femorais
1.750,Fraturas intra-articulares
1.751,Fraturas mandibulares
1.752,Fraturas maxilares
1.753,Fraturas no ombro
1.754,Fraturas orbitais
1.755,Fraturas osteoporóticas
1.756,Fraturas periprostéticas
1.757,Fraturas tibiais
1.758,Fraturas zigomáticas
1.759,Freemartinismo
1.760,Fucosidose
1.761,Fulminans roxos
1.762,Função de enxerto atrasada
1.763,funcional
1.764,Fungemia
1.765,fungos
1.766,Furunculose
1.767,Galactorréia
1.768,Galactosemias
1.769,Gamopatia monoclonal de significado indeterminado
1.770,Ganglioglioma
1.771,GanglioneurObbsplpool
1.772,Ganglioneuroma
1.773,Gangliosidose
1.774,Gangliosidoses
1.776,Gangrena gasosa
1.777,Garupa
1.778,Gasroschisis
1.783,Gastromoma
1.784,Gastroparesia
1.785,Gêmeos
1.786,generalizada
1.787,genética
1.788,genéticas
1.789,gengival
1.792,genital masculino
1.793,Germinoma
1.795,Giardíase
1.796,Gigitismo
1.797,Ginecomastia
1.798,gira de membro
1.799,glândula suada
1.800,glandular e epitelial
1.802,Glaucoma de baixa tensão
1.804,Glioblastoma
1.805,Glioma
1.806,Glioma do nervo óptico
1.807,Gliose
1.808,Gliossarcoma
1.809,Global Transiente
1.810,Glomerulonefrite
1.811,Glomerulosclerose
1.812,Glossalgia
1.813,Glossite
1.814,GM1
1.815,GM2
1.816,Gonadoblastoma
1.817,Gonorréia
1.820,gotosa
1.821,grande linfocítica granular
1.823,Granuloma Annulare
1.824,Granuloma de células plasmáticas
1.825,Granuloma eosinofílico
1.827,Granuloma periapical
1.828,Granulomatose
1.829,Granulomatose de Wegener
1.830,Granulomatose linfomatóide
1.832,Gravidez em diabéticos
1.833,Greioterama
1.835,gustatório
1.836,Gynatresia
1.838,Haemonquíase
1.840,HALULL RIGID
1.842,Helminthíase
1.844,Helmintíase do sistema nervoso central
1.845,Hemangigibetom
1.847,Hemangioma esclerosante pulmonar
1.848,Hemangiopericitoma
1.849,Hemangiossarcoma
1.850,Hemangoendotelioma
1.851,Hemartrose
1.852,Hematemesis
1.853,Hematocele
1.854,Hematocólicos
1.855,hematológicas
1.856,Hematoma
1.857,Hematometra
1.859,Hemianopsia
1.860,Hemiatrofia facial
1.862,Hemobilia
1.863,Hemocromatose
1.864,hemofagocítica
1.865,Hemofilia a
1.866,Hemofilia b
1.867,Hemoglobinopatias
1.868,Hemoglobinúria
1.869,Hemólise
1.871,Hemoperitônio
1.872,Hemopneumotórax
1.873,Hemoptise
1.875,Hemorragia cerebral
1.876,Hemorragia coróide
1.877,Hemorragia da retina
1.878,Hemorragia da úlcera péptica
1.879,Hemorragia de gânglios da base
1.880,Hemorragia do tronco cerebral
1.881,Hemorragia gastrointestinal
1.882,Hemorragia gengival
1.883,Hemorragia intracraniana
1.884,Hemorragia ocular
1.885,Hemorragia oral
1.886,Hemorragia pós-operatória
1.888,Hemorragia putaminal
1.889,Hemorragia retrobulbar
1.891,Hemorragia subaracnóidea
1.892,Hemorragia uterina
1.893,Hemorragia vítrea
1.894,Hemorragias intracranianas
1.895,hemorrágica aguda
1.896,hemorrágica hereditária
1.898,hemorrágico agudo
1.900,Hemososiderose
1.901,Hemospermia
1.902,Hemotórax
1.905,Hepatite 100
1.908,Hepatite C
1.909,Hepatite D
1.910,Hepatite D.
1.911,Hepatite E.
1.912,Hepatoblasstomama
1.913,hepatocelular
1.914,hepatoeritropoiética
1.916,herdados
1.919,hereditário
1.920,hereditários
1.922,Herpangindi
1.923,Herpes genital
1.924,Herpes labial
1.925,Herpes simplex
1.927,Herpes Zoster Ophthalmicus
1.928,Herpes Zoster Oticus
1.929,herpética
1.930,Heterotopia nodular periventricular
1.931,heterotópica
1.932,Hialinose
1.933,hiatal
1.934,Hidradenite
1.935,Hidradenite Supurativa
1.936,Hidranencefalia
1.937,Hidrartrose
1.939,Hidrocele testicular
1.940,Hidrocystoma
1.941,Hidroftalmia
1.942,Hidronefrose
1.944,Hidropisia fetal
1.945,Hidropneumotórax
1.946,Hifema
1.947,Himenolepíase
1.948,Hipentilação
1.949,Hiper-reatividade brônquica
1.950,Hiperacusia
1.951,Hiperalgesia
1.952,Hiperamilasemia
1.953,Hiperammonemia
1.954,Hiperandrogenismo
1.955,Hiperargininemia
1.956,hiperativa
1.957,Hiperbilirrubinemia
1.958,Hipercalcemia
1.959,Hipercalemia
1.960,HipercementSe
1.961,Hipercinesia
1.962,Hipercolesterolemia
1.963,Hiperdosteronismo
1.964,Hiperemesesis grávida
1.965,Hiperemia
