SubCapitulo,Classe
Transtornos da glândula tireóide (E00-E07),Síndrome de deficiência congênita de iodo
Transtornos da glândula tireóide (E00-E07),"Transtornos tireoidianos e afecções associadas, relacionados à deficiência de iodo"
Transtornos da glândula tireóide (E00-E07),Hipotireoidismo subclínico por deficiência de iodo
Transtornos da glândula tireóide (E00-E07),Outros hipotireoidismos
Transtornos da glândula tireóide (E00-E07),Outros bócios não-tóxicos
Transtornos da glândula tireóide (E00-E07),Tireotoxicose [hipertireoidismo]
Transtornos da glândula tireóide (E00-E07),Tireoidite
Transtornos da glândula tireóide (E00-E07),Outros transtornos da tireóide
Diabetes mellitus (E10-E14),Diabetes mellitus insulino-dependente
Diabetes mellitus (E10-E14),Diabetes mellitus não-insulino-dependente
Diabetes mellitus (E10-E14),Diabetes mellitus relacionado com a desnutrição
Diabetes mellitus (E10-E14),Outros tipos especificados de diabetes mellitus
Diabetes mellitus (E10-E14),Diabetes mellitus não especificado
Outros transtornos da regulação da glicose e da secreção pancreática interna (E15-E16),Coma hipoglicêmico não-diabético
Outros transtornos da regulação da glicose e da secreção pancreática interna (E15-E16),Outros transtornos da secreção pancreática interna
Transtornos de outras glândulas endócrinas (E20-E35),Hipoparatireoidismo
Transtornos de outras glândulas endócrinas (E20-E35),Hiperparatireoidismo e outros transtornos da glândula paratireóide
Transtornos de outras glândulas endócrinas (E20-E35),Hiperfunção da hipófise
Transtornos de outras glândulas endócrinas (E20-E35),Hipofunção e outros transtornos da hipófise
Transtornos de outras glândulas endócrinas (E20-E35),Síndrome de Cushing
Transtornos de outras glândulas endócrinas (E20-E35),Transtornos adrenogenitais
Transtornos de outras glândulas endócrinas (E20-E35),Hiperaldosteronismo
Transtornos de outras glândulas endócrinas (E20-E35),Outros transtornos da glândula supra-renal
Transtornos de outras glândulas endócrinas (E20-E35),Disfunção ovariana
Transtornos de outras glândulas endócrinas (E20-E35),Disfunção testicular
Transtornos de outras glândulas endócrinas (E20-E35),Transtornos da puberdade não classificados em outra parte
Transtornos de outras glândulas endócrinas (E20-E35),Disfunção poliglandular
Transtornos de outras glândulas endócrinas (E20-E35),Doenças do timo
Transtornos de outras glândulas endócrinas (E20-E35),Outros transtornos endócrinos
Transtornos de outras glândulas endócrinas (E20-E35),Transtornos das glândulas endócrinas em doenças classificadas em outra parte
Desnutrição (E40-E46),Kwashiorkor
Desnutrição (E40-E46),Marasmo nutricional
Desnutrição (E40-E46),Kwashiorkor marasmático
Desnutrição (E40-E46),Desnutrição protéico-calórica grave não especificada
Desnutrição (E40-E46),Desnutrição protéico-calórica de graus moderado e leve
Desnutrição (E40-E46),Atraso do desenvolvimento devido à desnutrição protéico-calórica
Desnutrição (E40-E46),Desnutrição protéico-calórica não especificada
Outras deficiências nutricionais (E50-E64),Deficiência de vitamina A
Outras deficiências nutricionais (E50-E64),Deficiência de tiamina
Outras deficiências nutricionais (E50-E64),Deficiência de niacina [pelagra]
Outras deficiências nutricionais (E50-E64),Deficiência de outras vitaminas do grupo B
Outras deficiências nutricionais (E50-E64),Deficiência de ácido ascórbico
Outras deficiências nutricionais (E50-E64),Deficiência de vitamina D
Outras deficiências nutricionais (E50-E64),Outras deficiências vitamínicas
Outras deficiências nutricionais (E50-E64),Deficiência de cálcio da dieta
Outras deficiências nutricionais (E50-E64),Deficiência de selênio da dieta
Outras deficiências nutricionais (E50-E64),Deficiência de zinco da dieta
Outras deficiências nutricionais (E50-E64),Deficiência de outros elementos nutrientes
Outras deficiências nutricionais (E50-E64),Outras deficiências nutricionais
Outras deficiências nutricionais (E50-E64),Seqüelas de desnutrição e de outras deficiências nutricionais
Obesidade e outras formas de hiperalimentação (E65-E68),Adiposidade localizada
Obesidade e outras formas de hiperalimentação (E65-E68),Obesidade
Obesidade e outras formas de hiperalimentação (E65-E68),Outras formas de hiperalimentação
Obesidade e outras formas de hiperalimentação (E65-E68),Seqüelas de hiperalimentação
Distúrbios metabólicos (E70-E90),Distúrbios do metabolismo de aminoácidos aromáticos
Distúrbios metabólicos (E70-E90),Distúrbios do metabolismo de aminoácidos de cadeia ramificada e do metabolismo dos ácidos graxos
Distúrbios metabólicos (E70-E90),Outros distúrbios do metabolismo de aminoácidos
Distúrbios metabólicos (E70-E90),Intolerância à lactose
Distúrbios metabólicos (E70-E90),Outros distúrbios do metabolismo de carboidratos
Distúrbios metabólicos (E70-E90),Distúrbios do metabolismo de esfingolípides e outros distúrbios de depósito de lípides
Distúrbios metabólicos (E70-E90),Distúrbios do metabolismo do glicosaminoglicano
Distúrbios metabólicos (E70-E90),Distúrbios do metabolismo de glicoproteínas
Distúrbios metabólicos (E70-E90),Distúrbios do metabolismo de lipoproteínas e outras lipidemias
Distúrbios metabólicos (E70-E90),Distúrbios do metabolismo de purina e pirimidina
Distúrbios metabólicos (E70-E90),Distúrbios do metabolismo da porfirina e da bilirrubina
Distúrbios metabólicos (E70-E90),Distúrbios do metabolismo de minerais
Distúrbios metabólicos (E70-E90),Fibrose cística
Distúrbios metabólicos (E70-E90),Amiloidose
Distúrbios metabólicos (E70-E90),Depleção de volume
Distúrbios metabólicos (E70-E90),Outros transtornos do equilíbrio hidroeletrolítico e ácido-básico
Distúrbios metabólicos (E70-E90),Outros distúrbios metabólicos
Distúrbios metabólicos (E70-E90),"Transtornos endócrinos e metabólicos pós-procedimentos, não classificados em outra parte"
Distúrbios metabólicos (E70-E90),Transtornos nutricionais e metabólicos em doenças classificadas em outra parte
"Transtornos mentais orgânicos, inclusive os sintomáticos (F00-F09)",Demência na doença de Alzheimer
"Transtornos mentais orgânicos, inclusive os sintomáticos (F00-F09)",Demência vascular
"Transtornos mentais orgânicos, inclusive os sintomáticos (F00-F09)",Demência em outras doenças classificadas em outra parte
"Transtornos mentais orgânicos, inclusive os sintomáticos (F00-F09)",Demência não especificada
"Transtornos mentais orgânicos, inclusive os sintomáticos (F00-F09)",Síndrome amnésica orgânica não induzida pelo álcool ou por outras substâncias psicoativas
"Transtornos mentais orgânicos, inclusive os sintomáticos (F00-F09)",Delirium não induzido pelo álcool ou por outras substâncias psicoativas
"Transtornos mentais orgânicos, inclusive os sintomáticos (F00-F09)",Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física
"Transtornos mentais orgânicos, inclusive os sintomáticos (F00-F09)","Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral"
"Transtornos mentais orgânicos, inclusive os sintomáticos (F00-F09)",Transtorno mental orgânico ou sintomático não especificado
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),Transtornos mentais e comportamentais devidos ao uso de álcool
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),Transtornos mentais e comportamentais devidos ao uso de opiáceos
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),Transtornos mentais e comportamentais devidos ao uso de canabinóides
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),Transtornos mentais e comportamentais devidos ao uso da cocaína
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),"Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína"
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),Transtornos mentais e comportamentais devidos ao uso de alucinógenos
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),Transtornos mentais e comportamentais devidos ao uso de fumo
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),Transtornos mentais e comportamentais devidos ao uso de solventes voláteis
Transtornos mentais e comportamentais devidos ao uso de substância psicoativa (F10-F19),Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas
"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes (F20-F29)",Esquizofrenia
"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes (F20-F29)",Transtorno esquizotípico
"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes (F20-F29)",Transtornos delirantes persistentes
"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes (F20-F29)",Transtornos psicóticos agudos e transitórios
"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes (F20-F29)",Transtorno delirante induzido
"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes (F20-F29)",Transtornos esquizoafetivos
"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes (F20-F29)",Outros transtornos psicóticos não-orgânicos
"Esquizofrenia, transtornos esquizotípicos e transtornos delirantes (F20-F29)",Psicose não-orgânica não especificada
Transtornos do humor [afetivos] (F30-F39),Episódio maníaco
Transtornos do humor [afetivos] (F30-F39),Transtorno afetivo bipolar
Transtornos do humor [afetivos] (F30-F39),Episódios depressivos
Transtornos do humor [afetivos] (F30-F39),Transtorno depressivo recorrente
Transtornos do humor [afetivos] (F30-F39),Transtornos de humor [afetivos] persistentes
Transtornos do humor [afetivos] (F30-F39),Outros transtornos do humor [afetivos]
Transtornos do humor [afetivos] (F30-F39),Transtorno do humor [afetivo] não especificado
"Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes (F40-F48)",Transtornos fóbico-ansiosos
"Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes (F40-F48)",Outros transtornos ansiosos
"Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes (F40-F48)",Transtorno obsessivo-compulsivo
"Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes (F40-F48)","Reações ao ""stress"" grave e transtornos de adaptação"
"Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes (F40-F48)",Transtornos dissociativos [de conversão]
"Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes (F40-F48)",Transtornos somatoformes
"Transtornos neuróticos, transtornos relacionados com o ""stress"" e transtornos somatoformes (F40-F48)",Outros transtornos neuróticos
Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos (F50-F59),Transtornos da alimentação
Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos (F50-F59),Transtornos não-orgânicos do sono devidos a fatores emocionais
Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos (F50-F59),"Disfunção sexual, não causada por transtorno ou doença orgânica"
Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos (F50-F59),"Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte"
Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos (F50-F59),Fatores psicológicos ou comportamentais associados a doença ou a transtornos classificados em outra parte
Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos (F50-F59),Abuso de substâncias que não produzem dependência
Síndromes comportamentais associadas a disfunções fisiológicas e a fatores físicos (F50-F59),"Síndromes comportamentais associados a transtornos das funções fisiológicas e a fatores físicos, não especificadas"
Transtornos da personalidade e do comportamento do adulto (F60-F69),Transtornos específicos da personalidade
Transtornos da personalidade e do comportamento do adulto (F60-F69),Transtornos mistos da personalidade e outros transtornos da personalidade
Transtornos da personalidade e do comportamento do adulto (F60-F69),Modificações duradouras da personalidade não atribuíveis a lesão ou doença cerebral
Transtornos da personalidade e do comportamento do adulto (F60-F69),Transtornos dos hábitos e dos impulsos
Transtornos da personalidade e do comportamento do adulto (F60-F69),Transtornos da identidade sexual
Transtornos da personalidade e do comportamento do adulto (F60-F69),Transtornos da preferência sexual
Transtornos da personalidade e do comportamento do adulto (F60-F69),Transtornos psicológicos e comportamentais associados ao desenvolvimento sexual e à sua orientação
Transtornos da personalidade e do comportamento do adulto (F60-F69),Outros transtornos da personalidade e do comportamento do adulto
Transtornos da personalidade e do comportamento do adulto (F60-F69),"Transtorno da personalidade e do comportamento do adulto, não especificado"
Retardo mental (F70-F79),Retardo mental leve
Retardo mental (F70-F79),Retardo mental moderado
Retardo mental (F70-F79),Retardo mental grave
Retardo mental (F70-F79),Retardo mental profundo
