Classe,DESCRICAO
Hepatite viral não especificada,"Hepatite viral, não especificada, com coma"
Hepatite viral não especificada,"Hepatite viral, não especificada, sem coma"
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em infecções micobacterianas
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em outras infecções bacterianas
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em doença citomegálica
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em outras infecções virais
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em candidíase
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em outras micoses
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em pneumonia por Pneumocystis jirovecii
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em infecções múltiplas
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em outras doenças infecciosas e parasitárias
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias",Doença pelo HIV resultando em doença infecciosa ou parasitária não especificada
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas",Doença pelo HIV resultando em sarcoma de Kaposi
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas",Doença pelo HIV resultando em linfoma de Burkitt
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas",Doença pelo HIV resultando em outros tipos de linfoma não-Hodgkin
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas","Doença pelo HIV resultando em outras neoplasias malignas dos tecidos linfático, hematopoético e correlatos"
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas",Doença pelo HIV resultando em múltiplas neoplasias malignas
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas",Doença pelo HIV resultando em outras neoplasias malignas
"Doença pelo vírus da imunodeficiência humana [HIV], resultando em neoplasias malignas",Doença pelo HIV resultando em neoplasia maligna não especificada
Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças especificadas,Doença pelo HIV resultando em encefalopatia
Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças especificadas,Doença pelo HIV resultando em pneumonite intersticial linfática
Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças especificadas,Doença pelo HIV resultando em síndrome de emaciação
Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças especificadas,Doença pelo HIV resultando em doenças múltiplas classificadas em outra parte
Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças,Síndrome de infecção aguda pelo HIV
Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças,Doença pelo HIV resultando em linfadenopatias generalizadas (persistentes)
Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças,Doença pelo HIV resultando em anomalias hematológicas e imunológicas não classificadas em outra parte
Doença pelo vírus da imunodeficiência humana [HIV] resultando em outras doenças,Doença pelo HIV resultando em outra afecções especificadas
Doença pelo vírus da imunodeficiência humana [HIV] não especificada,Doença pelo vírus da imunodeficiência humana [HIV] não especificada
Doença por citomegalovírus,Pneumonite por citomegalovírus
Doença por citomegalovírus,Hepatite por citomegalovírus
Doença por citomegalovírus,Pancreatite por citomegalovírus
Doença por citomegalovírus,Outras doenças por citomegalovírus
Doença por citomegalovírus,Doença não especificada por citomegalovírus
Caxumba [Parotidite epidêmica],Orquite por caxumba [parotidite epidêmica]
Caxumba [Parotidite epidêmica],Meningite por caxumba [parotidite epidêmica]
Caxumba [Parotidite epidêmica],Encefalite por caxumba [parotidite epidêmica]
Caxumba [Parotidite epidêmica],Pancreatite por caxumba [parotidite epidêmica]
Caxumba [Parotidite epidêmica],Caxumba [parotidite epidêmica] com outras complicações
Caxumba [Parotidite epidêmica],Caxumba [parotidite epidêmica] sem complicações
Mononucleose infecciosa,Mononucleose pelo vírus herpes gama
Mononucleose infecciosa,Mononucleose por citomegalovírus
Mononucleose infecciosa,Outras mononucleoses infecciosas
Mononucleose infecciosa,Mononucleose infecciosa não especificada
Conjuntivite viral,Ceratoconjuntivite devida a adenovírus
Conjuntivite viral,Conjuntivite devida a adenovírus
Conjuntivite viral,Faringoconjuntivite viral
Conjuntivite viral,Conjuntivite hemorrágica aguda endêmica (por enterovírus)
Conjuntivite viral,Outras conjuntivites virais
Conjuntivite viral,Conjuntivite viral não especificada
Outras doenças por vírus não classificada em outra parte,Mialgia epidêmica
Outras doenças por vírus não classificada em outra parte,Doença de Ross River
Outras doenças por vírus não classificada em outra parte,Cardite viral
Outras doenças por vírus não classificada em outra parte,Infecção por retrovírus não classificada em outra parte
Outras doenças por vírus não classificada em outra parte,Síndrome (cardio-)pulmonar por Hantavírus [SPH] [SCPH]
Outras doenças por vírus não classificada em outra parte,Outras doenças especificadas por vírus
"Doenças por vírus, de localização não especificada",Infecção por adenovírus de localização não especificada
"Doenças por vírus, de localização não especificada",Infecção por enterovírus de localização não especificada
"Doenças por vírus, de localização não especificada",Infecção por coronavírus de localização não especificada
"Doenças por vírus, de localização não especificada",Infecção por parvovírus de localização não especificada
"Doenças por vírus, de localização não especificada",Infecção por papovavírus de localização não especificada
"Doenças por vírus, de localização não especificada",Outras infecções por vírus de localização não especificada
"Doenças por vírus, de localização não especificada",Infecção viral não especificada
Dermatofitose,Tinha da barba e do couro cabeludo
Dermatofitose,Tinha das unhas
Dermatofitose,Tinha da mão
Dermatofitose,Tinha dos pés
Dermatofitose,Tinha do corpo
Dermatofitose,Tinha imbricada
Dermatofitose,Tinea cruris
Dermatofitose,Outras dermatofitoses
Dermatofitose,Dermatofitose não especificada
Outras micoses superficiais,Pitiríase versicolor
Outras micoses superficiais,Tinha negra
Outras micoses superficiais,Piedra branca
Outras micoses superficiais,Piedra negra
Outras micoses superficiais,Outras micoses superficiais especificadas
Outras micoses superficiais,Micose superficial não especificada
Candidíase,Estomatite por Candida
Candidíase,Candidíase pulmonar
Candidíase,Candidíase da pele e das unhas
Candidíase,Candidíase da vulva e da vagina
Candidíase,Candidíase de outras localizações urogenitais
Candidíase,Meningite por Candida
Candidíase,Endocardite por Candida
Candidíase,Septicemia por Candida
Candidíase,Candidíase de outras localizações
Candidíase,Candidíase não especificada
Coccidioidomicose,Coccidioidomicose pulmonar aguda
Coccidioidomicose,Coccidioidomicose pulmonar crônica
Coccidioidomicose,Coccidioidomicose pulmonar não especificada
Coccidioidomicose,Coccidioidomicose cutânea
Coccidioidomicose,Meningite por coccidioidomicose
Coccidioidomicose,Coccidioidomicose disseminada
Coccidioidomicose,Outras formas de coccidioidomicose
Coccidioidomicose,Coccidioidomicose não especificada
Histoplasmose,Histoplasmose pulmonar aguda por Histoplasma capsulatum
Histoplasmose,Histoplasmose pulmonar crônica por Histoplasma capsulatum
Histoplasmose,Histoplasmose pulmonar não especificada por Histoplasma capsulatum
Histoplasmose,Histoplasmose disseminada por Histoplasma capsulatum
Histoplasmose,Histoplasmose não especificada por Histoplasma capsulatum
Histoplasmose,Histoplasmose por Histoplasma duboisii
Histoplasmose,Histoplasmose não especificada
Blastomicose,Blastomicose pulmonar aguda
Blastomicose,Blastomicose pulmonar crônica
Blastomicose,Blastomicose pulmonar não especificada
Blastomicose,Blastomicose cutânea
Blastomicose,Blastomicose disseminada
Blastomicose,Outras formas de blastomicose
Blastomicose,Blastomicose não especificada
Paracoccidioidomicose,Paracoccidioidomicose pulmonar
Paracoccidioidomicose,Paracoccidioidomicose disseminada
Paracoccidioidomicose,Outras formas de paracoccidioidomicose
Paracoccidioidomicose,Paracoccidioidomicose não especificada
Esporotricose,Esporotricose pulmonar
Esporotricose,Esporotricose linfocutânea
Esporotricose,Esporotricose disseminada
Esporotricose,Outras formas de esporotricose
Esporotricose,Esporotricose não especificada
Cromomicose e abscesso feomicótico,Cromomicose cutânea
Cromomicose e abscesso feomicótico,Abscesso cerebral feomicótico
Cromomicose e abscesso feomicótico,Abscesso e cisto feomicótico subcutâneos
Cromomicose e abscesso feomicótico,Outras formas de cromomicose
Cromomicose e abscesso feomicótico,Cromomicose não especificada
Aspergilose,Aspergilose pulmonar invasiva
Aspergilose,Outras aspergiloses pulmonares
Aspergilose,Aspergilose amigdaliana
Aspergilose,Aspergilose disseminada
Aspergilose,Outras formas de aspergilose
Aspergilose,Aspergilose não especificada
Criptococose,Criptococose pulmonar
Criptococose,Criptococose cerebral
Criptococose,Criptococose cutânea
Criptococose,Criptococose óssea
Criptococose,Criptococose disseminada
Criptococose,Outras formas de criptococose
Criptococose,Criptococose não especificada
Zigomicose,Mucormicose pulmonar
Zigomicose,Mucormicose rinocerebral
Zigomicose,Mucormicose gastrointestinal
Zigomicose,Mucormicose cutânea
Zigomicose,Mucormicose disseminada
Zigomicose,Mucormicose não especificada
