Grupo,Sintomas (termos)
Epilepsia,"[LT (cm)] 2,0 cm"
Epilepsia,"[LT (cm)] 2,3 - T2"
Epilepsia,"[LT (cm)] 2,3 cm T2"
Epilepsia,"[LT (cm)] 2,5 - T2"
Epilepsia,"[LT (cm)] 2,5 cm"
Epilepsia,"[LT (cm)] 2,8 - T2"
Epilepsia,"[LT (cm)] 3,0 - T2"
Epilepsia,"[LT (cm)] 3,0 cm"
Epilepsia,"[LT (cm)] 3,0 cm (T2 e T3)"
Epilepsia,"[LT (cm)] 3,0 incisão T2"
Epilepsia,"[LT (cm)] 3,5 cm"
Epilepsia,[LT (cm)] 4 cm
Epilepsia,"[LT (cm)] 4,0 cm"
Epilepsia,"[LT (cm)] 4,5"
Epilepsia,"[LT (cm)] 4,5 cm"
Epilepsia,"[LT (cm)] 5,0 cm"
Epilepsia,"[LT (cm)] 6,0 cm"
Epilepsia,"[LT (cm)] 7,0 cm"
Epilepsia,"[LT (cm)] Inc T2 2,0 cm"
Epilepsia,"[LT (cm)] Inc. T2 2,0 cm"
Epilepsia,"[LT (cm)] Incisão 2,0 cm"
Epilepsia,"[LT (cm)] Incisão 2,0 cm T2"
Epilepsia,"[LT (cm)] Incisão 2,5 cm T2"
Epilepsia,[LT (cm)] Incisão 3 cm T2
Epilepsia,"[LT (cm)] Incisão 3,0 cm T2"
Epilepsia,"[LT (cm)] Incisão T2 (2,0 cm)"
Epilepsia,"[LT (cm)] Incisão T2 (2,5 cm)"
Epilepsia,[LT (cm)] Incisão T2 2 cm
Epilepsia,"[LT (cm)] Incisão T2 2,0 cm//"
Epilepsia,"[LT (cm)] incisão T2 2,5 cm"
Epilepsia,"[LT (cm)] Incisão2,5 cm T2"
Epilepsia,[LT (cm)] T1-T2   2
Epilepsia,"[LT (cm)] T2 -  2,8"
Epilepsia,"[LT (cm)] T2 - 2,0"
Epilepsia,"[LT (cm)] T2 - 2,5"
Epilepsia,"[LT (cm)] T2 2,0 cm"
Epilepsia,"[LT (cm)] T2 2,3 cm"
Epilepsia,[LT T1 (cm)] 2
Epilepsia,[LT T2 (cm)] 
Epilepsia,[LT T2 (cm)] 2
Epilepsia,"[LT T2 (cm)] 2,3"
Epilepsia,"[LT T2 (cm)] 2,5"
Epilepsia,"[LT T2 (cm)] 2,8"
Epilepsia,[LT T2 (cm)] 2.8
Epilepsia,[LT T2 (cm)] 3
Epilepsia,"[LT T2 (cm)] 3,0 cm"
Epilepsia,"[LT T2 (cm)] 3,5"
Epilepsia,[LT T2 (cm)] 4
Epilepsia,"[LT T2 (cm)] 4,5"
Epilepsia,[LT T2 (cm)] 5
Epilepsia,[LT T2 (cm)] 6
Epilepsia,[LT T2 (cm)] 7
Epilepsia,[LT T3 (cm)] 3
Epilepsia,# [1]
Epilepsia,# [2]
Epilepsia,# [3]
Epilepsia,# [4]
Epilepsia,1 + 1
Epilepsia,1 + 10
Epilepsia,1 + 11
Epilepsia,1 + 3
Epilepsia,1 + 4
Epilepsia,1 + 5
Epilepsia,1 + 7
Epilepsia,1 + 8
Epilepsia,1 + 9
Epilepsia,1o mes pos op [MONOTERAPIA sub]
Epilepsia,1o mes pos op [não]
Epilepsia,1o mes pos op [POLITERAPIA]
Epilepsia,1o mes pos op [sim]
Epilepsia,2 + 0
Epilepsia,2 + 1
Epilepsia,2 + 10
Epilepsia,2 + 11
Epilepsia,2 + 2
Epilepsia,2 + 3
Epilepsia,2 + 4
Epilepsia,2 + 5
Epilepsia,2 + 6
Epilepsia,2 + 7
Epilepsia,2 + 8
Epilepsia,2 + 9
Epilepsia,3
Epilepsia,3 + 0
Epilepsia,3 + 1
Epilepsia,3 + 10
Epilepsia,3 + 2
Epilepsia,3 + 4
Epilepsia,3 + 5
Epilepsia,3 + 6
Epilepsia,3 + 9
Epilepsia,4 + 0
Epilepsia,4 + 10
Epilepsia,4 + 5
Epilepsia,4 + 6
Epilepsia,4 + 9
Epilepsia,5 + 0
Epilepsia,5 + 1
Epilepsia,5 + 10
Epilepsia,5 + 2
Epilepsia,5 + 3
Epilepsia,5 + 4
Epilepsia,5 + 5
Epilepsia,5 + 6
Epilepsia,5 + 7
Epilepsia,5 + 9
Epilepsia,6 + 0
Epilepsia,6 + 1
Epilepsia,6 + 2
Epilepsia,6 + 3
Epilepsia,6 + 5
Epilepsia,6 + 7
Epilepsia,6 + 8
Epilepsia,6 + 9
Epilepsia,7 + 0
Epilepsia,7 + 10
Epilepsia,7 + 4
Epilepsia,7 + 5
Epilepsia,8 + 3
Epilepsia,8 + 4
Epilepsia,8 + 5
Epilepsia,8 + 6
Epilepsia,8 + 8
Epilepsia,9 + 3
Epilepsia,9 + 4
Epilepsia,9 + 7
Epilepsia,9 + 9
Epilepsia,Ameaço Antes [não]
Epilepsia,Ameaço Antes [sim (1ªcir.:sim;sim 2ªcir.:sim)]
Epilepsia,Ameaço Antes [sim (as vezes;as vezes)]
Epilepsia,"Ameaço Antes [sim (esposa acha que tinha, mas as crises sempre eram dormindo)]"
Epilepsia,"Ameaço Antes [sim (precedida por ""zunido"" na cabeça)]"
Epilepsia,Ameaço Antes [sim (tinha e tem as vezes (relaciona c/ stress))]
Epilepsia,Ameaço Antes [sim (tinha e tem as vezes no periodo pré menstrual (relaciona c/ stress))]
Epilepsia,Ameaço Antes [sim]
Epilepsia,Ameaço Depois [(não lembra)]
Epilepsia,Ameaço Depois [não]
Epilepsia,Ameaço Depois [sim ( 2 x)]
Epilepsia,Ameaço Depois [sim (as vezes)]
Epilepsia,Ameaço Depois [sim (mas não em todas)]
Epilepsia,"Ameaço Depois [sim (precedida por ""zunido"" na cabeça)]"
Epilepsia,Ameaço Depois [sim (sim na ultima crise tb)]
Epilepsia,Ameaço Depois [sim (sim na ultima crise)]
Epilepsia,Ameaço Depois [sim (tinha e tem as vezes (relaciona c/ stress))]
Epilepsia,Ameaço Depois [sim (tinha e tem as vezes no periodo pré menstrual (relaciona c/ stress))]
Epilepsia,Ameaço Depois [sim ás vezes]
Epilepsia,Ameaço Depois [sim;sim mais leve]
Epilepsia,Ameaço Depois [sim]
Epilepsia,Ameaço Depois [só 1x após tireoidectomia]
Epilepsia,Ano Cir [1992]
Epilepsia,Ano Cir [1993]
Epilepsia,Ano Cir [1994]
Epilepsia,Ano Cir [1995]
Epilepsia,Ano Cir [1996]
Epilepsia,Ano Cir [1997]
Epilepsia,Ano Cir [1998]
Epilepsia,Ano Cir [1999]
Epilepsia,Ano Cir [2000]
Epilepsia,Ano Cir [2001]
Epilepsia,Ano Cir [2002]
Epilepsia,Ano da Cirrurgia [2014]
Epilepsia,Ano da Cirrurgia [2015]
Epilepsia,Ano da Cirrurgia [2016]
Epilepsia,Ano da Cirrurgia [2018]
Epilepsia,Ano da Cirrurgia [2019]
Epilepsia,Ano da Cirrurgia [2020]
Epilepsia,Ano da Cirrurgia [2021]
Epilepsia,Ano da Cirrurgia [2022]
Epilepsia,AP [Original] (-)
Epilepsia,AP [Original] (&)
Epilepsia,AP [Original] (EH + cisticerco)
Epilepsia,AP [Original] (EH)
Epilepsia,AP [Original] (I - NORMAL)
Epilepsia,AP [Original] (II - ATROFIA da AMÍGDALA + EH)
Epilepsia,AP [Original] (II - EH)
Epilepsia,AP [Original] (Sem AP - aspirado)
Epilepsia,AP [Original] (VI - GLIOSE CORTICAL)
Epilepsia,AP [Original] (VI - GLIOSE PARAHIPOCAMPAL)
Epilepsia,AP [Original] (VI - GLIOSE)
Epilepsia,AP [Original] (X - Aspirado)
Epilepsia,AP [Original] (X - sem AP)
Epilepsia,AP1 (-)
Epilepsia,AP1 ()
Epilepsia,AP1 (EH)
Epilepsia,AP1 (I)
Epilepsia,AP1 (II)
Epilepsia,AP1 (VI)
Epilepsia,AP1 (X)
Epilepsia,AP2 (-)
Epilepsia,AP2 (EH)
Epilepsia,AP3 (Aspirado)
Epilepsia,AP3 (ATROFIA da AMÍGDALA)
Epilepsia,AP3 (Cisticerco)
Epilepsia,AP3 (Gliose Cortical)
Epilepsia,AP3 (Gliose PARAHIPOCAMPAL)
Epilepsia,AP3 (Gliose)
Epilepsia,AP3 (Normal)
Epilepsia,AP3 (sem AP)
Epilepsia,Ausência [200/dia]
Epilepsia,Ausência [nao]
Epilepsia,Ausência [sim]
Epilepsia,Baixa (27102)
Epilepsia,Baixa (37339)
Epilepsia,Baixa (37414)
Epilepsia,Baixa (37425)
Epilepsia,Baixa (37508)
Epilepsia,Baixa (37516)
Epilepsia,Baixa (37523)
Epilepsia,Baixa (37742)
Epilepsia,Baixa (37818)
Epilepsia,Baixa (37847)
Epilepsia,Baixa (37850)
Epilepsia,Baixa (37889)
Epilepsia,Baixa (37890)
Epilepsia,Baixa (37893)
Epilepsia,Baixa (38046)
Epilepsia,Baixa (38195)
Epilepsia,Baixa (38241)
Epilepsia,Baixa (38361)
Epilepsia,Baixa (38418)
Epilepsia,Baixa (38419)
Epilepsia,Baixa (38420)
Epilepsia,Baixa (38438)
Epilepsia,Baixa (38445)
Epilepsia,Baixa (38460)
Epilepsia,Baixa (38462)
Epilepsia,Baixa (38494)
Epilepsia,Baixa (38508)
Epilepsia,Baixa (38558)
Epilepsia,Baixa (38565)
Epilepsia,Baixa (38650)
Epilepsia,Baixa (38676)
Epilepsia,Baixa (38691)
Epilepsia,Baixa (38727)
Epilepsia,Baixa (38774)
Epilepsia,Baixa (38775)
Epilepsia,Baixa (38798)
Epilepsia,Baixa (38855)
Epilepsia,Baixa (38866)
Epilepsia,Baixa (38872)
Epilepsia,Baixa (38887)
Epilepsia,Baixa (38900)
Epilepsia,Baixa (38929)
Epilepsia,Baixa (38950)
Epilepsia,Baixa (38978)
Epilepsia,Baixa (39008)
Epilepsia,Baixa (39027)
Epilepsia,Baixa (39042)
Epilepsia,Baixa (39061)
Epilepsia,Baixa (39064)
Epilepsia,Baixa (39090)
Epilepsia,Baixa (39110)
Epilepsia,Baixa (39126)
Epilepsia,Baixa (39134)
Epilepsia,Baixa (39138)
Epilepsia,Baixa (39145)
Epilepsia,Baixa (39189)
Epilepsia,Baixa (39191)
Epilepsia,Baixa (39274)
Epilepsia,Baixa (39275)
Epilepsia,Baixa (39299)
Epilepsia,Baixa (39342)
Epilepsia,Baixa (39457)
Epilepsia,Baixa (39460)
Epilepsia,Baixa (39509)
Epilepsia,Baixa (39530)
Epilepsia,Baixa (39534)
Epilepsia,Baixa (39544)
Epilepsia,Baixa (39649)
Epilepsia,Baixa (39651)
Epilepsia,Baixa (39658)
Epilepsia,Baixa (39670)
Epilepsia,Baixa (39677)
Epilepsia,Baixa (39695)
Epilepsia,Baixa (39734)
Epilepsia,Baixa (39792)
Epilepsia,Baixa (39814)
Epilepsia,Baixa (39817)
Epilepsia,Baixa (39825)
Epilepsia,Baixa (39831)
Epilepsia,Baixa (39882)
Epilepsia,Baixa (39894)
Epilepsia,Baixa (39901)
Epilepsia,Baixa (39908)
Epilepsia,Baixa (39912)
Epilepsia,Baixa (39915)
Epilepsia,Baixa (39922)
Epilepsia,Baixa (39936)
Epilepsia,Baixa (39940)
Epilepsia,Baixa (39952)
Epilepsia,Baixa (39959)
Epilepsia,Baixa (39975)
Epilepsia,Baixa (39987)
Epilepsia,Baixa (40009)
Epilepsia,Baixa (40017)
Epilepsia,Baixa (40030)
Epilepsia,Baixa (40034)
Epilepsia,Baixa (40041)
Epilepsia,Baixa (40051)
Epilepsia,Baixa (40065)
Epilepsia,Baixa (40071)
Epilepsia,Baixa (40092)
Epilepsia,Baixa (40100)
Epilepsia,Baixa (40114)
Epilepsia,Baixa (40119)
Epilepsia,Baixa (40120)
Epilepsia,Baixa (40124)
Epilepsia,Baixa (40157)
Epilepsia,Baixa (40179)
Epilepsia,Baixa (40180)
Epilepsia,Baixa (40195)
Epilepsia,Baixa (40230)
Epilepsia,Baixa (40246)
Epilepsia,Baixa (40254)
Epilepsia,Baixa (40268)
Epilepsia,Baixa (40293)
Epilepsia,Baixa (40300)
Epilepsia,Baixa (40302)
Epilepsia,Baixa (40321)
Epilepsia,Baixa (40377)
Epilepsia,Baixa (40386)
Epilepsia,Baixa (40387)
Epilepsia,Baixa (40401)
Epilepsia,Baixa (40412)
Epilepsia,Baixa (40414)
Epilepsia,Baixa (40422)
Epilepsia,Baixa (40468)
Epilepsia,Baixa (40503)
Epilepsia,Baixa (40520)
Epilepsia,Baixa (40524)
Epilepsia,Baixa (40549)
Epilepsia,Baixa (40579)
Epilepsia,Baixa (40597)
Epilepsia,Baixa (40604)
Epilepsia,Baixa (40606)
Epilepsia,Baixa (40620)
Epilepsia,Baixa (40666)
Epilepsia,Baixa (40689)
Epilepsia,Baixa (40692)
Epilepsia,Baixa (40715)
Epilepsia,Baixa (40716)
Epilepsia,Baixa (40717)
Epilepsia,Baixa (40735)
Epilepsia,Baixa (40776)
Epilepsia,Baixa (40779)
Epilepsia,Baixa (40780)
Epilepsia,Baixa (40824)
Epilepsia,Baixa (40836)
Epilepsia,Baixa (40842)
Epilepsia,Baixa (40858)
Epilepsia,Baixa (40862)
Epilepsia,Baixa (40916)
Epilepsia,Baixa (40935)
Epilepsia,Baixa (40958)
Epilepsia,Baixa (40993)
Epilepsia,C1 [ LTA ]
Epilepsia,C2 (AH)
Epilepsia,C2 AH Lado (D)
Epilepsia,C2 AH Lado (E)
Epilepsia,C3 OF (OF)
Epilepsia,C3 OF Lado (D)
Epilepsia,C3 OF Lado (E)
Epilepsia,C4 Outros (2@ cirurgia)
Epilepsia,C4 Outros (A + Parahipocampo E)
Epilepsia,C4 Outros (A E)
Epilepsia,C4 Outros (AH D + L (Amígdala))
Epilepsia,C4 Outros (APH E)
Epilepsia,C4 Outros (atualmente só hipocampectomia E)
Epilepsia,C4 Outros (Hipocamp complementar E (Reop. em 16/10/2000))
Epilepsia,C4 Outros (Hipocampect. Complem)
Epilepsia,C4 Outros (L)
Epilepsia,C4 Outros (LF)
Epilepsia,C4 Outros (Morrel frontal E)
Epilepsia,C4 Outros (subiculum D)
Epilepsia,C5 Strips (Strips   EM 08/03/99)
Epilepsia,C5 Strips (STRIPS EM 08/01/99)
Epilepsia,C5 Strips (STRIPS EM 18/01/99)
Epilepsia,C5 Strips (Strips em 18/10/99)
Epilepsia,C5 Strips (strips em 26/11/99)
Epilepsia,C5 Strips (Strips EM 31/05/99)
Epilepsia,C5 Strips (Strips)
Epilepsia,Carbamazepina [?]
Epilepsia,Carbamazepina [100mg]
Epilepsia,Carbamazepina [10mg]
Epilepsia,Carbamazepina [200?]
Epilepsia,Carbamazepina [200]
Epilepsia,Carbamazepina [200mg]
Epilepsia,CarbamazepinaDose [?]
Epilepsia,CarbamazepinaDose [2]
Epilepsia,CarbamazepinaDose [3]
Epilepsia,CarbamazepinaDose [6]
Epilepsia,CIRURGIA (original) [AH D   //  Strips]
Epilepsia,CIRURGIA (original) [AH D + L (Amígdala)]
Epilepsia,CIRURGIA (original) [AH D + OF]
Epilepsia,CIRURGIA (original) [AH D]
Epilepsia,CIRURGIA (original) [AH E  //  Strips EM 31/05/99]
Epilepsia,CIRURGIA (original) [AH E]
Epilepsia,CIRURGIA (original) [APH E]
Epilepsia,CIRURGIA (original) [LTA + A + Parahipocampo E]
Epilepsia,CIRURGIA (original) [LTA + A + subiculum D]
Epilepsia,CIRURGIA (original) [LTA + A E / Strips temporais E]
Epilepsia,CIRURGIA (original) [LTA + AH + OF D  //  Strips]
Epilepsia,CIRURGIA (original) [LTA + AH + OF D]
Epilepsia,CIRURGIA (original) [LTA + AH + OF E // Hipocamp complementar E (Reop. em 16/10/2000)]
Epilepsia,CIRURGIA (original) [LTA + AH + OF E]
Epilepsia,CIRURGIA (original) [LTA + AH D    //   EM 08/01/99= STRIPS]
Epilepsia,CIRURGIA (original) [LTA + AH D    //   EM 18/01/99 = STRIPS]
Epilepsia,CIRURGIA (original) [LTA + AH D  //   Strips   EM 08/03/99]
Epilepsia,CIRURGIA (original) [LTA + AH D  //  Strips]
Epilepsia,CIRURGIA (original) [LTA + AH D (2@ cirurgia)]
Epilepsia,CIRURGIA (original) [LTA + AH D (26/11/99 - Coloc. Strips)]
Epilepsia,CIRURGIA (original) [LTA + AH D (Hipocampect. complem)]
Epilepsia,CIRURGIA (original) [LTA + AH D (Parahipocampo)]
Epilepsia,CIRURGIA (original) [LTA + AH D + L (Parahipocampo)]
Epilepsia,CIRURGIA (original) [LTA + AH D + LF + OF]
Epilepsia,CIRURGIA (original) [LTA + AH D + LF]
Epilepsia,CIRURGIA (original) [LTA + AH D + OF]
Epilepsia,CIRURGIA (original) [LTA + AH D]
Epilepsia,CIRURGIA (original) [LTA + AH E   //  Strips  EM 03/05/99]
Epilepsia,CIRURGIA (original) [LTA + AH E  //  Strips  EM 26/03/98]
Epilepsia,CIRURGIA (original) [LTA + AH E  //  Strips]
Epilepsia,CIRURGIA (original) [LTA + AH E (atualmente só hipocampectomia E)]
Epilepsia,CIRURGIA (original) [LTA + AH E (Strips em 18/10/99)]
Epilepsia,CIRURGIA (original) [LTA + AH E + Morrel frontal E]
Epilepsia,CIRURGIA (original) [LTA + AH E]
Epilepsia,Código Geral 1 (1a)
Epilepsia,Código Geral 1 (1b)
Epilepsia,Código Geral 1 (1c)
Epilepsia,Código Geral 1 (1d)
Epilepsia,Código Geral 2 (2a)
Epilepsia,Código Geral 2 (2d)
Epilepsia,Código Geral 2 (8a)
Epilepsia,COLOCAÇÃO DE STRIPS  [ $B ]
Epilepsia,COLOCAÇÃO DE STRIPS  [ $T ]
Epilepsia,contatados [não]
Epilepsia,contatados [sim]
Epilepsia,DAE 1 ano [ cbz 1200]
Epilepsia,DAE 1 ano [cbz 1000; clb 20]
Epilepsia,DAE 1 ano [cbz 1000; clb 40]
Epilepsia,DAE 1 ano [cbz 1000; rivotril 2]
Epilepsia,DAE 1 ano [cbz 1000]
Epilepsia,DAE 1 ano [cbz 1200 ; cnz 6]
Epilepsia,DAE 1 ano [cbz 1200 ; vpa 100]
Epilepsia,"DAE 1 ano [cbz 1200, vpa 1500, cnz 2]"
Epilepsia,DAE 1 ano [cbz 1200; clb 10]
Epilepsia,DAE 1 ano [cbz 1200; clb 20; fluoxetina 20; haldol 5]
Epilepsia,DAE 1 ano [cbz 1200; clb 20]
Epilepsia,DAE 1 ano [cbz 1200; clb 30; vpa 1500]
Epilepsia,DAE 1 ano [cbz 1200; dfh 250]
Epilepsia,DAE 1 ano [cbz 1200; dfh 300]
Epilepsia,DAE 1 ano [cbz 1200; fb 100]
Epilepsia,DAE 1 ano [cbz 1200; oxcbz 600]
Epilepsia,DAE 1 ano [cbz 1200; pmd 750]
Epilepsia,DAE 1 ano [cbz 1200; vgb 1500]
Epilepsia,DAE 1 ano [cbz 1200; vpa 1000]
Epilepsia,DAE 1 ano [cbz 1200; vpa 1500]
Epilepsia,DAE 1 ano [cbz 1200]
Epilepsia,DAE 1 ano [cbz 1300; clb 20]
Epilepsia,DAE 1 ano [cbz 1400 ; vpa 1500]
Epilepsia,DAE 1 ano [cbz 1400; clb 10]
Epilepsia,DAE 1 ano [cbz 1400; clb 20]
Epilepsia,DAE 1 ano [cbz 1400; clb 25]
Epilepsia,DAE 1 ano [cbz 1400; clb 30]
Epilepsia,DAE 1 ano [cbz 1400; clb 5]
Epilepsia,DAE 1 ano [cbz 1400; vpa 1250; clb 30]
Epilepsia,DAE 1 ano [cbz 1400]
Epilepsia,DAE 1 ano [cbz 1600 ; vpa 1000]
Epilepsia,"DAE 1 ano [cbz 1600, rivotril 4]"
Epilepsia,DAE 1 ano [cbz 1600; clb 20; Lmg 150]
Epilepsia,DAE 1 ano [cbz 1600; clb 20]
Epilepsia,DAE 1 ano [cbz 1600; clb 30]
Epilepsia,DAE 1 ano [cbz 1600; dfh 250]
Epilepsia,DAE 1 ano [cbz 1600; fb 100]
Epilepsia,DAE 1 ano [cbz 1600; fb100; clb 40]
Epilepsia,DAE 1 ano [cbz 1600]
Epilepsia,DAE 1 ano [cbz 400; Lmg 150 -diminuiu o cbz por conta própria]
Epilepsia,DAE 1 ano [cbz 400; tpz 50; rivotril 2]
Epilepsia,DAE 1 ano [cbz 400]
Epilepsia,"DAE 1 ano [cbz 600, clb 10]"
Epilepsia,DAE 1 ano [cbz 600; dfh 300]
Epilepsia,DAE 1 ano [cbz 600]
Epilepsia,"DAE 1 ano [cbz 800, fb 100]"
Epilepsia,DAE 1 ano [cbz 800; clb 20]
Epilepsia,DAE 1 ano [cbz 800; clb 40]
Epilepsia,DAE 1 ano [cbz 800; cln 4]
Epilepsia,DAE 1 ano [cbz 800; dfh 200]
Epilepsia,DAE 1 ano [cbz 800; dfh 250]
Epilepsia,"DAE 1 ano [cbz 800; fb 100, tryptanol 75]"
Epilepsia,DAE 1 ano [cbz 800; Lmg 100]
Epilepsia,DAE 1 ano [cbz 800; vpa 1250]
Epilepsia,DAE 1 ano [cbz 800; vpa 500]
Epilepsia,DAE 1 ano [cbz 800]
Epilepsia,"DAE 1 ano [cbz 900, clb 20]"
Epilepsia,DAE 1 ano [cbz 900; clb 20]
Epilepsia,DAE 1 ano [cbz 900; clb 30; vpa 1500]
Epilepsia,DAE 1 ano [dfh 100; cbz 800]
Epilepsia,DAE 1 ano [dfh 200; fb 100]
Epilepsia,DAE 1 ano [dfh 300; fb 100]
Epilepsia,DAE 1 ano [dfh 300]
Epilepsia,DAE 1 ano [fb 100; dfh 300 parou subitamente a medicação]
Epilepsia,DAE 1 ano [fb 100; dfh 300]
Epilepsia,DAE 1 ano [fb 100]
Epilepsia,DAE 1 ano [fb 200; dfh 300; clb 40]
Epilepsia,DAE 1 ano [ocbz 1200]
Epilepsia,DAE 1 ano [ocbz 2250; pmd 750]
Epilepsia,DAE 1 ano [oxc 1500; cnz 4]
Epilepsia,DAE 1 ano [oxc 2100]
Epilepsia,DAE 1 ano [oxcbz 1200; fb 100]
Epilepsia,DAE 1 ano [oxcbz 1800]
Epilepsia,DAE 1 ano [oxcbz 2400; clb 20]
Epilepsia,DAE 1 ano [oxcbz 900; fb 100; vpa 1000]
Epilepsia,DAE 1 ano [oxcbz 900]
Epilepsia,DAE 1 ano [pmd 300; fb150]
Epilepsia,DAE 1 ano [pmd 750; vpa 1000]
Epilepsia,DAE 1 ano [sem DAE]
Epilepsia,"DAE 1 ano [vpa 1000, cbz 1200]"
Epilepsia,DAE 1 ano [vpa 1500; cbz 1000; clb 20]
Epilepsia,DAE 1 ano [vpa 2000; tpm 325; clb 30]
Epilepsia,DAE 10 anos [sem DAE]
Epilepsia,DAE 2 anos [cbz 1000; clb 20]
Epilepsia,DAE 2 anos [cbz 1000]
Epilepsia,DAE 2 anos [cbz 1100]
Epilepsia,DAE 2 anos [cbz 1200 ; vpa 1000]
Epilepsia,DAE 2 anos [cbz 1200 > susp. DAE]
Epilepsia,"DAE 2 anos [cbz 1200, clb 10]"
Epilepsia,DAE 2 anos [cbz 1200; clb 10]
Epilepsia,DAE 2 anos [cbz 1200; clb 20; fluoxetina 20]
Epilepsia,DAE 2 anos [cbz 1200; clb 20]
Epilepsia,DAE 2 anos [cbz 1200; clb 30]
Epilepsia,DAE 2 anos [cbz 1200; fb 100]
Epilepsia,DAE 2 anos [cbz 1200; oxcbz 600]
Epilepsia,DAE 2 anos [cbz 1200; vgb 1000]
Epilepsia,DAE 2 anos [cbz 1200; vpa 1250; clb 30]
Epilepsia,DAE 2 anos [cbz 1200; vpa 1500]
Epilepsia,DAE 2 anos [cbz 1200]
Epilepsia,DAE 2 anos [cbz 1400; clb 20]
Epilepsia,DAE 2 anos [cbz 1400]
Epilepsia,DAE 2 anos [cbz 1600 ; vpa 1000]
Epilepsia,DAE 2 anos [cbz 1600; clb 20]
Epilepsia,DAE 2 anos [cbz 1600; fb 100]
Epilepsia,DAE 2 anos [cbz 1600; fb100; clb 40]
Epilepsia,DAE 2 anos [cbz 1600]
Epilepsia,DAE 2 anos [cbz 1800; dfh 300]
Epilepsia,DAE 2 anos [cbz 400]
Epilepsia,DAE 2 anos [cbz 500]
Epilepsia,DAE 2 anos [cbz 600; clb 40]
Epilepsia,DAE 2 anos [cbz 600]
Epilepsia,DAE 2 anos [cbz 800; clb 20]
Epilepsia,DAE 2 anos [cbz 800; clb 30]
Epilepsia,DAE 2 anos [cbz 800; dfh 200]
Epilepsia,DAE 2 anos [cbz 800; fb 100]
Epilepsia,DAE 2 anos [cbz 800]
Epilepsia,DAE 2 anos [cbz 900; clb 20]
Epilepsia,DAE 2 anos [cln 2]
Epilepsia,DAE 2 anos [dfh 100; cbz 800]
Epilepsia,DAE 2 anos [DFH 200]
Epilepsia,DAE 2 anos [dfh 300]
Epilepsia,DAE 2 anos [fb 100; dfh 200]
Epilepsia,DAE 2 anos [fb 100; dfh 300]
Epilepsia,DAE 2 anos [fb 100]
Epilepsia,DAE 2 anos [fb 200; dfh 300; clb 40]
Epilepsia,DAE 2 anos [Lmg 100]
Epilepsia,DAE 2 anos [ocbz 1200]
Epilepsia,DAE 2 anos [ocbz 2250; pmd 750]
Epilepsia,DAE 2 anos [ocx 900; cnz 4]
Epilepsia,DAE 2 anos [oxcbz 1200; dfh 400]
Epilepsia,DAE 2 anos [oxcbz 1200; fb 100]
Epilepsia,DAE 2 anos [oxcbz 1200; fb 50]
Epilepsia,DAE 2 anos [oxcbz 1200]
Epilepsia,DAE 2 anos [oxcbz 2400]
Epilepsia,DAE 2 anos [oxcbz 900; fb 100]
Epilepsia,DAE 2 anos [pmd 750; vpa 1000]
Epilepsia,DAE 2 anos [sem DAE]
Epilepsia,DAE 2 anos [susp. DAE]
Epilepsia,"DAE 2 anos [vpa 1000, cbz 1200]"
Epilepsia,DAE 2 anos [vpa 1500; cbz 800; clb 5]
Epilepsia,DAE 3 anos [ cbz 1200; clb 20]
Epilepsia,DAE 3 anos [ cbz 800]
Epilepsia,DAE 3 anos [ oxcbz 600]
Epilepsia,DAE 3 anos [cbz 100]
Epilepsia,DAE 3 anos [cbz 1000; fluoxetina 20]
Epilepsia,DAE 3 anos [cbz 1000]
Epilepsia,DAE 3 anos [cbz 1100]
Epilepsia,DAE 3 anos [cbz 1200; clb 10]
Epilepsia,DAE 3 anos [cbz 1200; fb 100]
Epilepsia,DAE 3 anos [cbz 1200; oxcbz 600]
Epilepsia,DAE 3 anos [cbz 1200; vgb 500]
Epilepsia,DAE 3 anos [cbz 1200; vpa 1500]
Epilepsia,DAE 3 anos [cbz 1200]
Epilepsia,DAE 3 anos [cbz 1400]
Epilepsia,DAE 3 anos [cbz 1600; clb 40]
Epilepsia,DAE 3 anos [cbz 200]
Epilepsia,DAE 3 anos [cbz 400; clb 20]
Epilepsia,DAE 3 anos [cbz 400]
Epilepsia,DAE 3 anos [cbz 600; clb 10]
Epilepsia,DAE 3 anos [cbz 600; clb 40]
Epilepsia,DAE 3 anos [cbz 600; fb 100]
Epilepsia,DAE 3 anos [cbz 600]
Epilepsia,DAE 3 anos [cbz 800 - crise noturna 1 x/mês e 2x TCG diurnas]
Epilepsia,DAE 3 anos [cbz 800; clb 10]
Epilepsia,DAE 3 anos [cbz 800; clb 20]
Epilepsia,DAE 3 anos [cbz 800]
Epilepsia,DAE 3 anos [cln 1]
Epilepsia,DAE 3 anos [DFH 100]
Epilepsia,DAE 3 anos [dfh 150 > 200]
Epilepsia,DAE 3 anos [dfh 300; fb 100]
Epilepsia,DAE 3 anos [dfh 300]
Epilepsia,DAE 3 anos [fb 100]
Epilepsia,DAE 3 anos [fb 200; dfh 300; clb 40]
Epilepsia,DAE 3 anos [Lmg 50]
Epilepsia,DAE 3 anos [ocbz 1200]
Epilepsia,DAE 3 anos [pmd 750; dfh 300]
Epilepsia,DAE 3 anos [sem DAE]
Epilepsia,DAE 3 anos [susp. DAE]
Epilepsia,DAE 4 anos [ sem DAE]
